"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.331610400E1,1.513407053E-1,-5.215920430E0,9.250669384E-1
3.332613800E1,1.827154027E-1,-5.087279931E0,6.090508063E-1
3.333617100E1,4.095322600E-1,-4.907376893E0,2.650519466E-1
3.334620500E1,6.826028589E-1,-4.531388648E0,4.853554443E-2
3.335623800E1,8.203422097E-1,-4.059000281E0,-1.496023281E-1
3.336627200E1,1.021012073E0,-3.533473004E0,-4.022113998E-1
3.337630500E1,1.239682370E0,-2.894957054E0,-7.229672849E-1
3.338633900E1,1.391928370E0,-2.172710146E0,-9.761435366E-1
3.339637200E1,1.479394969E0,-1.428648446E0,-1.029201318E0
3.340640600E1,1.542869711E0,-6.453437430E-1,-1.010244425E0
3.341643900E1,1.511414322E0,1.799387062E-1,-1.084250222E0
3.342647300E1,1.314502611E0,9.751857626E-1,-1.122396360E0
3.343650600E1,9.985776950E-1,1.816458592E0,-1.022452461E0
3.344654000E1,6.200011794E-1,2.654507267E0,-8.430376656E-1
3.345657300E1,2.914970027E-1,3.377748787E0,-7.500982925E-1
3.346660700E1,1.967159759E-1,3.790034208E0,-8.897683208E-1
3.347664000E1,4.983201832E-1,3.772166871E0,-1.328442957E0
3.348667400E1,1.032450177E0,3.601681944E0,-1.883529664E0
3.349670700E1,1.454625140E0,3.551395889E0,-2.489987669E0
3.350674100E1,1.370787470E0,3.789665249E0,-2.762191930E0
3.351677400E1,1.021728137E0,4.496881304E0,-2.687402533E0
3.352680800E1,5.804661079E-1,5.335773148E0,-2.548942806E0
3.353684100E1,3.914148085E-1,6.148391113E0,-2.324914924E0
3.354687500E1,3.000621504E-1,6.806965351E0,-1.820505889E0
3.355690800E1,2.370075309E-1,6.926320471E0,-1.000584825E0
3.356694200E1,1.760780820E-1,6.196110824E0,1.677612948E-1
3.357697500E1,-8.985957161E-2,4.914023423E0,1.452491637E0
3.358700900E1,-5.338401179E-1,3.427901525E0,2.500293971E0
3.359704200E1,-1.123782516E0,2.059812691E0,3.047551256E0
3.360707600E1,-1.889771567E0,1.208586146E0,3.241297578E0
3.361710900E1,-2.789694601E0,9.536609924E-1,2.829312118E0
3.362714300E1,-3.722593885E0,1.237923966E0,2.176533787E0
3.363717600E1,-4.608898169E0,1.736354077E0,1.778075276E0
3.364721000E1,-5.306862760E0,2.113870200E0,1.532792766E0
3.365724300E1,-5.125717188E0,2.592739620E0,1.321740879E0
3.366727700E1,-4.399776594E0,2.655160986E0,1.026566270E0
3.367731000E1,-3.731529307E0,2.149220127E0,7.205697803E-1
3.368734400E1,-2.861318607E0,1.580208276E0,3.298892359E-1
3.369737700E1,-1.759794395E0,9.904551816E-1,-1.513113230E-3
3.370741100E1,-8.158678472E-1,2.764715588E-1,-1.280163082E-1
3.371744400E1,1.485157692E-1,-3.377766913E-1,3.013654947E-3
3.372747800E1,1.064824309E0,-9.338447785E-1,2.205544893E-1
3.373751100E1,1.702881252E0,-1.420149518E0,3.795101698E-1
3.374754500E1,1.966529575E0,-2.140857439E0,5.138522883E-1
3.375757800E1,2.021055738E0,-2.956642256E0,6.845254965E-1
3.376761100E1,2.055783813E0,-3.822595013E0,8.546335714E-1
3.377764500E1,2.123813682E0,-4.610302670E0,1.028225856E0
3.378767900E1,2.111648550E0,-5.234640875E0,1.170558779E0
3.379771200E1,2.055277298E0,-5.762536275E0,1.302467140E0
3.380774500E1,2.066531873E0,-6.075575151E0,1.361442450E0
3.381777900E1,2.015070382E0,-6.289074537E0,1.353827913E0
3.382781300E1,1.836458116E0,-6.371833103E0,1.229878782E0
3.383784600E1,1.655222790E0,-6.247892597E0,9.694028664E-1
3.384787900E1,1.170159707E0,-5.818124000E0,5.344423811E-1
3.385791300E1,4.956344108E-1,-5.211720960E0,-4.745687932E-2
3.386794700E1,1.469892074E-1,-4.834353940E0,-5.398229890E-1
3.387798000E1,2.375486907E-1,-4.575842689E0,-6.717176092E-1
3.388801300E1,3.205782759E-1,-4.227159187E0,-6.026165302E-1
3.389804700E1,2.269301471E-1,-3.599426672E0,-6.419435871E-1
3.390808000E1,1.676256394E-1,-2.590061595E0,-7.339027476E-1
3.391811400E1,-1.078359590E-1,-1.563458342E0,-8.591287646E-1
3.392814700E1,-4.774758826E-1,-8.920225686E-1,-8.588225166E-1
3.393818100E1,-7.140002874E-1,-5.728786147E-1,-6.275313699E-1
3.394821400E1,-5.937359253E-1,-3.791574365E-1,-4.618645477E-1
3.395824800E1,-3.694897963E-1,-1.398624748E-1,-8.525205338E-1
3.396828100E1,-4.504592612E-2,1.353835076E-1,-1.353733335E0
3.397831500E1,3.038401826E-1,5.827609938E-1,-1.616267470E0
3.398834800E1,4.087105800E-1,1.130258015E0,-1.740606172E0
3.399838200E1,5.451117955E-1,1.797366849E0,-1.681911968E0
3.400841500E1,5.385301696E-1,2.438947908E0,-1.431487123E0
3.401844900E1,4.509511583E-1,2.774976282E0,-1.315590485E0
3.402848200E1,2.293257514E-1,2.833196424E0,-1.572099942E0
3.403851600E1,-6.374546796E-2,2.737234844E0,-1.910400982E0
3.404854900E1,-3.802660686E-1,2.822459182E0,-2.344409541E0
3.405858300E1,-3.239246374E-1,3.490119992E0,-2.817046999E0
3.406861600E1,-6.494451262E-2,4.511270133E0,-2.959827819E0
3.407865000E1,2.793222957E-1,5.813922191E0,-2.360449623E0
3.408868300E1,4.284582353E-1,7.024039723E0,-1.363863051E0
3.409871700E1,3.574408045E-1,7.162289536E0,-7.505203883E-1
3.410875000E1,-2.159131888E-1,6.293655245E0,-4.779419788E-1
3.411878400E1,-8.877752973E-1,4.820719403E0,-6.996705160E-3
3.412881700E1,-1.247458728E0,3.296100022E0,3.931925813E-1
3.413885100E1,-1.022350866E0,2.071013618E0,7.357364345E-1
3.414888400E1,-7.761888611E-1,1.132118599E0,1.206004674E0
3.415891800E1,-6.421122792E-1,6.610797697E-1,1.950953908E0
3.416895054E1,-4.160999257E-1,9.076580232E-1,2.837495881E0
3.417898454E1,-4.818164170E-2,1.418058554E0,3.379360864E0
3.418901754E1,2.633853440E-1,1.918617636E0,3.610605379E0
3.419905154E1,7.072993782E-1,2.456786594E0,3.401566250E0
3.420908454E1,6.542940760E-1,2.643588177E0,2.707658458E0
3.421911854E1,2.522178199E-1,2.317631632E0,1.924374951E0
3.422915154E1,4.172763124E-2,1.849722818E0,1.487726813E0
3.423918554E1,-3.069678582E-2,1.533729928E0,1.343667938E0
3.424921854E1,-6.249365218E-2,1.265833311E0,1.182308028E0
3.425925254E1,-5.286379963E-2,8.521352023E-1,7.915808523E-1
3.426928554E1,-1.014602282E-1,2.046133715E-1,4.481085344E-1
3.427931954E1,-2.040395404E-1,-5.328865832E-1,2.214353724E-1
3.428935254E1,-2.894995207E-1,-1.249004440E0,1.089149165E-1
3.429938654E1,-2.877147312E-1,-1.973658062E0,9.726024628E-2
3.430941954E1,-1.991672017E-1,-2.663875676E0,1.608769293E-1
3.431945354E1,-1.414685588E-1,-3.281324692E0,2.441854267E-1
3.432948654E1,-1.447981826E-1,-3.858290511E0,3.564180534E-1
3.433952054E1,-8.990064830E-2,-4.437185326E0,4.794683214E-1
3.434955354E1,1.004449323E-2,-4.960118194E0,5.854781950E-1
3.435958754E1,1.326228909E-1,-5.373303502E0,7.207642733E-1
3.436962054E1,2.878438085E-1,-5.680432597E0,8.074690528E-1
3.437965454E1,4.695176759E-1,-5.833400436E0,8.531427506E-1
3.438968754E1,5.348980254E-1,-5.841802300E0,8.433263719E-1
3.439972154E1,5.939212089E-1,-5.884013350E0,8.713335116E-1
3.440975454E1,7.557040912E-1,-5.614553772E0,8.115841770E-1
3.441978854E1,8.504542009E-1,-5.202068376E0,7.286110906E-1
3.442982154E1,9.959269329E-1,-4.696505247E0,5.822355484E-1
3.443985554E1,1.197108281E0,-4.068597316E0,3.312097565E-1
3.444988854E1,1.349671274E0,-3.395085196E0,-3.135057762E-2
3.445992254E1,1.432190543E0,-2.625152491E0,-5.399118666E-1
3.446995554E1,1.504573518E0,-1.810060569E0,-1.039817230E0
3.447998954E1,1.591438146E0,-9.980594856E-1,-1.315970846E0
3.449002254E1,1.625368369E0,-2.013301599E-1,-1.444117255E0
3.450005654E1,1.620609612E0,6.012680161E-1,-1.515556197E0
3.451008954E1,1.569548802E0,1.353754385E0,-1.523880147E0
3.452012354E1,1.392790104E0,2.183835644E0,-1.402874358E0
3.453015654E1,1.078908790E0,2.980802951E0,-1.120706588E0
3.454019054E1,6.978578791E-1,3.579519242E0,-1.041884952E0
3.455022354E1,3.618505552E-1,3.795956268E0,-1.135215869E0
3.456025754E1,3.059926888E-1,3.582493136E0,-1.464492463E0
3.457029054E1,5.938068227E-1,3.176534986E0,-2.000710205E0
3.458032454E1,1.037118155E0,2.960520714E0,-2.578853652E0
3.459035754E1,1.146695415E0,3.213125693E0,-2.856817421E0
3.460039154E1,1.071742004E0,4.081046623E0,-2.739799433E0
3.461042454E1,7.052572381E-1,5.016790577E0,-2.245509589E0
3.462045854E1,2.586431059E-1,5.881263404E0,-1.559651220E0
3.463049154E1,-3.046677098E-2,6.290188431E0,-8.400250340E-1
3.464052554E1,-2.869370516E-1,5.900753344E0,-2.008834326E-1
3.465055854E1,-6.244433092E-1,4.814143624E0,3.601966703E-1
3.466059254E1,-9.266639592E-1,3.641100948E0,1.132958917E0
3.467062554E1,-1.321262577E0,2.493492490E0,1.978929327E0
3.468065954E1,-1.670784570E0,1.510129396E0,2.478165768E0
3.469069254E1,-2.128069432E0,9.833543229E-1,2.936125838E0
3.470072654E1,-2.737951713E0,7.577892083E-1,3.156922256E0
3.471075954E1,-3.450737826E0,8.197603387E-1,2.933274443E0
3.472079354E1,-4.359751818E0,1.225800349E0,2.507157433E0
3.473082654E1,-5.378081262E0,1.716191123E0,1.942012492E0
3.474086054E1,-5.579810786E0,2.142213408E0,1.327858382E0
3.475089354E1,-5.100884648E0,2.365415078E0,7.691136570E-1
3.476092754E1,-4.157458037E0,2.022303388E0,2.214175384E-1
3.477096054E1,-2.853200918E0,1.590831497E0,-1.854068761E-1
3.478099454E1,-1.502639405E0,1.264066283E0,-3.832474177E-1
3.479102754E1,-2.416873500E-1,9.197921652E-1,-4.539697833E-1
3.480106154E1,5.778888014E-1,6.495344424E-1,-3.065110445E-1
3.481109454E1,1.160366498E0,3.600808954E-1,-1.926789120E-2
3.482112754E1,1.595554147E0,-1.287510109E-1,4.007914035E-1
3.483116154E1,1.644585389E0,-7.794250757E-1,7.841069412E-1
3.484119554E1,1.629914579E0,-1.543452094E0,1.087113311E0
3.485122854E1,1.565508668E0,-2.352581025E0,1.254273220E0
3.486126154E1,1.545420413E0,-3.062833539E0,1.357182022E0
3.487129554E1,1.538957777E0,-3.590794428E0,1.336519278E0
3.488132854E1,1.524609003E0,-3.995707095E0,1.268332411E0
3.489136254E1,1.444861898E0,-4.356055208E0,1.224701803E0
3.490139554E1,1.429003080E0,-4.616082643E0,1.240202480E0
3.491142954E1,1.350429950E0,-4.830564360E0,1.224499344E0
3.492146254E1,1.191997303E0,-5.022959390E0,1.096648804E0
3.493149654E1,9.877927981E-1,-5.118163755E0,9.521617663E-1
3.494152954E1,7.105090611E-1,-5.146666008E0,7.767992373E-1
3.495156354E1,4.429942672E-1,-5.180162952E0,5.130089736E-1
3.496159654E1,2.542993556E-1,-5.171679227E0,2.672202404E-1
3.497163054E1,9.837764919E-2,-5.024953875E0,-7.181082487E-2
3.498166354E1,3.638561502E-2,-4.707398025E0,-5.356213260E-1
3.499169754E1,8.505125999E-2,-4.352048696E0,-9.631754355E-1
3.500173054E1,1.601349176E-1,-3.986631047E0,-1.323945279E0
3.501176454E1,2.401661968E-1,-3.588209374E0,-1.595955412E0
3.502179754E1,3.889160009E-1,-3.102768268E0,-1.793411353E0
3.503183154E1,3.858758873E-1,-2.528916677E0,-2.054180653E0
3.504186454E1,5.065528435E-1,-1.905524551E0,-2.201123521E0
3.505189854E1,5.600918504E-1,-1.161513721E0,-2.110906685E0
3.506193154E1,5.211127029E-1,-2.883308816E-1,-1.740002739E0
3.507196554E1,4.611867823E-1,7.796221268E-1,-1.356489858E0
3.508199854E1,3.011336526E-1,1.775959607E0,-1.064777824E0
3.509203254E1,4.821190104E-2,2.465313004E0,-7.384891574E-1
3.510206554E1,-1.884073748E-1,2.885241321E0,-6.858272329E-1
3.511209954E1,-4.133597012E-1,3.252664565E0,-1.097269778E0
3.512213254E1,-5.102574932E-1,3.433566892E0,-1.784625327E0
3.513216654E1,-4.376393871E-1,3.752161208E0,-2.340821689E0
3.514219954E1,-1.844301718E-1,4.400144969E0,-2.894424373E0
3.515223354E1,7.516376451E-2,5.088192097E0,-3.262059871E0
3.516226654E1,1.154826553E-1,5.689139686E0,-3.207586040E0
3.517230104E1,1.733084022E-1,6.071684414E0,-2.679980955E0
3.518233404E1,9.521218590E-2,6.115649629E0,-1.778145297E0
3.519236804E1,-2.572220132E-1,5.776131637E0,-8.971780586E-1
3.520240104E1,-5.996601049E-1,5.583970495E0,-2.902627286E-1
3.521243504E1,-9.949779298E-1,5.127636244E0,2.175292861E-1
3.522246804E1,-1.145652637E0,4.282395494E0,6.889213601E-1
3.523250204E1,-1.099390710E0,3.169123056E0,1.086954120E0
3.524253504E1,-9.742915041E-1,2.131061599E0,1.403986645E0
3.525256904E1,-7.781027278E-1,1.491027128E0,1.730034406E0
3.526260204E1,-4.473980246E-1,1.183212739E0,2.123398969E0
3.527263604E1,1.290343816E-1,9.916369039E-1,2.452529236E0
3.528266904E1,7.292634206E-1,9.579803306E-1,2.828599927E0
3.529270304E1,1.207740054E0,1.032971456E0,3.241822658E0
3.530273604E1,1.633445128E0,1.229524441E0,3.371691656E0
3.531277004E1,1.699999598E0,1.458341192E0,3.142428178E0
3.532280304E1,1.665467112E0,1.619459465E0,2.686972178E0
3.533283704E1,1.431097845E0,1.550600899E0,2.180378916E0
3.534287004E1,1.127434467E0,1.252513939E0,1.665759765E0
3.535290404E1,9.469576713E-1,7.882111019E-1,1.140120221E0
3.536293704E1,8.117017061E-1,2.487808996E-1,5.685611768E-1
3.537297104E1,5.401854432E-1,-2.876379865E-1,1.202667010E-1
3.538300404E1,2.344873810E-1,-8.360296315E-1,-1.433958010E-1
3.539303704E1,-7.224191085E-2,-1.385713511E0,-2.118481314E-1
3.540307104E1,-2.642862538E-1,-1.940242394E0,-1.618228626E-1
3.541310404E1,-3.315316457E-1,-2.512194809E0,-4.669001698E-2
3.542313804E1,-3.612186905E-1,-3.107733139E0,1.073757832E-1
3.543317104E1,-4.223008248E-1,-3.605963860E0,2.298667650E-1
3.544320504E1,-3.702626520E-1,-4.069583157E0,3.501276188E-1
3.545323804E1,-2.403422711E-1,-4.442223287E0,5.225970916E-1
3.546327204E1,-1.197584318E-1,-4.690717673E0,6.962618816E-1
3.547330504E1,-4.527440608E-2,-4.894614176E0,8.665922968E-1
3.548333904E1,9.731097087E-2,-5.078845907E0,8.866611104E-1
3.549337204E1,2.960666748E-1,-5.100118663E0,9.413150351E-1
3.550340604E1,3.467526059E-1,-5.173456196E0,8.975030176E-1
3.551343904E1,6.245762602E-1,-5.075763840E0,8.617168884E-1
3.552347304E1,9.360851392E-1,-4.800507333E0,7.154736395E-1
3.553350604E1,1.101333228E0,-4.485227804E0,4.992189002E-1
3.554354004E1,1.131487538E0,-4.105024885E0,1.550586574E-1
3.555357304E1,1.137970931E0,-3.722985356E0,-2.612056482E-1
3.556360704E1,1.117120271E0,-3.284720755E0,-6.118128848E-1
3.557364004E1,1.105458511E0,-2.780749238E0,-8.431179918E-1
3.558367404E1,1.123399523E0,-2.191065141E0,-1.064174684E0
3.559370704E1,1.122168977E0,-1.560424222E0,-1.347475791E0
3.560374104E1,1.024513312E0,-9.807347703E-1,-1.529037538E0
3.561377404E1,8.059880993E-1,-3.444156200E-1,-1.493933194E0
3.562380804E1,5.699232857E-1,4.906117988E-1,-1.218324611E0
3.563384104E1,3.141665116E-1,1.556058106E0,-8.554686999E-1
3.564387504E1,2.700229570E-2,2.634268300E0,-6.238218232E-1
3.565390804E1,-1.373225905E-1,3.526635854E0,-5.446283039E-1
3.566394204E1,6.518242121E-2,4.209151517E0,-6.534355585E-1
3.567397504E1,6.831693810E-1,4.335988149E0,-1.238214573E0
3.568400904E1,1.325393342E0,3.963098343E0,-2.103097290E0
3.569404204E1,1.504081036E0,3.815240386E0,-2.804653240E0
3.570407604E1,1.123846543E0,4.229118004E0,-3.009875307E0
3.571410904E1,4.848443976E-1,4.629758111E0,-2.826959199E0
3.572414304E1,-1.007036716E-3,5.073762338E0,-2.300857140E0
3.573417604E1,-2.824371806E-1,5.822270261E0,-1.429762341E0
3.574421004E1,-4.916879788E-2,6.405631764E0,-4.409734695E-1
3.575424304E1,3.775219703E-1,5.584870967E0,4.282091439E-1
3.576427704E1,6.725964457E-2,3.865248697E0,1.171509683E0
3.577431004E1,-5.247338104E-1,2.579449484E0,2.062008905E0
3.578434404E1,-1.481852700E0,1.586286457E0,2.808402475E0
3.579437704E1,-2.608436178E0,1.053762401E0,3.114294884E0
3.580441004E1,-3.527853829E0,9.399399161E-1,2.794226485E0
3.581444404E1,-4.280653901E0,1.257441972E0,2.190978748E0
3.582447704E1,-4.907563419E0,1.815986137E0,1.729568822E0
3.583451104E1,-5.402476430E0,2.166960579E0,1.545088291E0
3.584454404E1,-5.281335570E0,2.439188814E0,1.261754440E0
3.585457804E1,-4.582911681E0,2.534486734E0,9.605164142E-1
3.586461104E1,-3.497114139E0,2.387297698E0,8.339908536E-1
3.587464504E1,-2.386832698E0,2.407933107E0,6.900429292E-1
3.588467804E1,-1.439890595E0,2.154676164E0,5.176190646E-1
3.589471204E1,-7.012171045E-1,1.596855884E0,4.112532417E-1
3.590474504E1,-2.388996899E-2,9.964936012E-1,4.102194540E-1
3.591477904E1,4.831940210E-1,5.821224779E-1,4.210813880E-1
3.592481204E1,7.557605168E-1,-5.372304797E-2,2.879614837E-1
3.593484604E1,8.460747094E-1,-7.780310994E-1,1.504291244E-1
3.594487904E1,9.097723764E-1,-1.519428223E0,8.801813722E-2
3.595491304E1,1.031403964E0,-2.253732090E0,9.938278556E-2
3.596494604E1,1.111673809E0,-2.899117933E0,2.165026613E-1
3.597498004E1,1.278835180E0,-3.469807935E0,3.539797644E-1
3.598501304E1,1.440082530E0,-3.943234767E0,4.807076387E-1
3.599504704E1,1.515537632E0,-4.350057135E0,5.540235369E-1
3.600508004E1,1.575695541E0,-4.786832449E0,6.636475745E-1
3.601511404E1,1.678922140E0,-5.146121632E0,7.373279004E-1
3.602514704E1,1.672617234E0,-5.471899837E0,8.075377576E-1
3.603518104E1,1.539637224E0,-5.697048045E0,8.431756599E-1
3.604521404E1,1.270319149E0,-5.919648621E0,8.111820348E-1
3.605524804E1,1.035152321E0,-6.083660097E0,6.502653444E-1
3.606528104E1,9.089752547E-1,-6.163314376E0,4.147593784E-1
3.607531504E1,9.075792320E-1,-6.053036474E0,2.210611506E-1
3.608534804E1,9.262385011E-1,-5.789477906E0,6.486447886E-2
3.609538204E1,8.039562649E-1,-5.490651273E0,-2.952507690E-2
3.610541504E1,6.268816712E-1,-4.978401268E0,-1.659461729E-1
3.611544904E1,4.873383813E-1,-4.294750076E0,-3.302052779E-1
3.612548204E1,3.255807882E-1,-3.647986044E0,-3.642545649E-1
3.613551604E1,6.495174855E-2,-2.981482397E0,-2.853232200E-1
3.614554904E1,-2.923656797E-1,-2.265893129E0,-5.407272609E-1
3.615558304E1,-5.343019018E-1,-1.440202544E0,-9.714108002E-1
3.616561604E1,-7.774422117E-1,-2.140706581E-1,-1.382420944E0
3.617564825E1,-1.019819022E0,1.416964540E0,-1.872217641E0
3.618568225E1,-1.271046104E0,3.342555565E0,-2.288093837E0
3.619571525E1,-1.365465042E0,5.041237786E0,-2.586448016E0
3.620574925E1,-1.136252946E0,5.813963706E0,-2.930229213E0
3.621578225E1,-3.480858441E-1,5.141749669E0,-3.412313433E0
3.622581625E1,1.611578880E-1,4.047977110E0,-3.714582907E0
3.623584925E1,5.324939427E-1,3.473433208E0,-3.569867828E0
3.624588325E1,8.067904834E-1,3.343860079E0,-3.465063504E0
3.625591625E1,1.010011560E0,3.722376076E0,-3.062865114E0
3.626595025E1,1.308165398E0,4.605292191E0,-2.111746345E0
3.627598325E1,1.444514866E0,5.783455859E0,-1.073045860E0
3.628601725E1,1.130830092E0,6.846185549E0,-2.897201069E-1
3.629605025E1,1.426732314E-1,7.406302616E0,2.792373649E-1
3.630608425E1,-1.119828775E0,7.104486301E0,6.618441470E-1
3.631611725E1,-1.835021017E0,5.915470201E0,9.924525905E-1
3.632615125E1,-1.958782160E0,4.220312682E0,1.204561362E0
3.633618425E1,-1.701533323E0,2.565011539E0,1.358591055E0
3.634621825E1,-1.592984296E0,1.345391112E0,1.824898317E0
3.635625125E1,-1.469913124E0,8.544811052E-1,2.591784185E0
3.636628525E1,-9.266321649E-1,1.015342101E0,3.200627854E0
3.637631825E1,-1.813958323E-1,1.331877027E0,3.319100629E0
3.638635225E1,5.203201128E-1,1.653425941E0,3.141910114E0
3.639638525E1,1.073217622E0,1.778183303E0,2.804871926E0
3.640641925E1,1.179315131E0,1.732814173E0,2.378557134E0
3.641645225E1,1.003027353E0,1.609881726E0,1.879567737E0
3.642648625E1,8.125782768E-1,1.511410521E0,1.540905193E0
3.643651925E1,7.037248291E-1,1.326933206E0,1.280244359E0
3.644655325E1,6.475580835E-1,9.949955446E-1,8.839561884E-1
3.645658625E1,5.221165967E-1,4.803359020E-1,5.796110988E-1
3.646661925E1,3.862884814E-1,-7.160441816E-2,5.105740468E-1
3.647665325E1,2.894800787E-1,-7.568928301E-1,4.022812741E-1
3.648668625E1,1.917616300E-1,-1.448188087E0,1.325074084E-1
3.649672025E1,7.504616238E-2,-2.051064087E0,1.523677687E-1
3.650675325E1,-3.805989213E-2,-2.613270364E0,3.200344849E-1
3.651678725E1,-1.079906179E-1,-3.245354376E0,3.855620380E-1
3.652682025E1,-1.964272696E-1,-3.910510240E0,3.976176810E-1
3.653685425E1,-1.902619654E-1,-4.505952675E0,3.931983554E-1
3.654688725E1,-3.974089354E-2,-4.925700898E0,5.612379777E-1
3.655692125E1,9.226716265E-2,-5.226722576E0,7.371747033E-1
3.656695425E1,1.417177232E-1,-5.445247643E0,8.549111679E-1
3.657698825E1,1.525358031E-1,-5.613523493E0,9.628564699E-1
3.658702125E1,1.750239021E-1,-5.644219621E0,9.837042057E-1
3.659705525E1,2.163241750E-1,-5.575838773E0,8.724267948E-1
3.660708825E1,3.105467927E-1,-5.441018352E0,7.042363143E-1
3.661712225E1,5.583740115E-1,-5.054091135E0,5.717981223E-1
3.662715525E1,8.842326155E-1,-4.491000760E0,2.574798755E-1
3.663718925E1,1.084397864E0,-3.953079724E0,-7.491701201E-2
3.664722225E1,1.176488294E0,-3.413102222E0,-4.117235041E-1
3.665725625E1,1.226037746E0,-2.920685388E0,-7.571009179E-1
3.666728925E1,1.349510475E0,-2.301079334E0,-1.080820245E0
3.667732325E1,1.389462453E0,-1.601510852E0,-1.246423917E0
3.668735625E1,1.407829727E0,-8.460131675E-1,-1.226885008E0
3.669739025E1,1.424265520E0,-8.767958343E-2,-1.266074216E0
3.670742325E1,1.305170308E0,6.007727569E-1,-1.403089682E0
3.671745725E1,1.050956322E0,1.248982805E0,-1.411045403E0
3.672749025E1,7.544640429E-1,1.966672978E0,-1.166760428E0
3.673752325E1,4.660216257E-1,2.682323642E0,-8.585993723E-1
3.674755725E1,2.631355217E-1,3.316676958E0,-6.636331757E-1
3.675759025E1,3.034270768E-1,3.735014248E0,-7.846964137E-1
3.676762425E1,6.009861803E-1,3.744352251E0,-1.251899396E0
3.677765725E1,1.083281923E0,3.535408432E0,-2.067997624E0
3.678769125E1,1.390247442E0,3.521359912E0,-2.694267164E0
3.679772425E1,1.263142130E0,3.988056598E0,-2.780396651E0
3.680775825E1,7.762036984E-1,4.952929627E0,-2.363957952E0
3.681779125E1,3.246276189E-1,6.216643322E0,-1.666495053E0
3.682782525E1,1.980776462E-1,7.390798139E0,-9.601911628E-1
3.683785825E1,8.378723815E-2,7.185024095E0,-5.389448103E-1
3.684789225E1,-1.079912026E-1,5.741826022E0,-2.112165590E-1
3.685792525E1,-5.335391325E-1,4.683683472E0,4.464736529E-1
3.686795925E1,-1.144291917E0,3.669361711E0,1.245283856E0
3.687799225E1,-1.739335280E0,2.604412417E0,1.926474101E0
3.688802625E1,-2.405810568E0,1.812735085E0,2.325873867E0
3.689805925E1,-3.051115134E0,1.295596808E0,2.530215343E0
3.690809325E1,-3.667740278E0,1.132637247E0,2.501540890E0
3.691812625E1,-4.335474764E0,1.356665128E0,2.442253632E0
3.692816025E1,-5.061534641E0,1.739668863E0,2.290739118E0
3.693819325E1,-5.392982306E0,1.937560276E0,1.965583495E0
3.694822725E1,-4.994603317E0,1.952026287E0,1.431524984E0
3.695826025E1,-4.358495544E0,1.706274245E0,8.067530613E-1
3.696829425E1,-3.663991043E0,1.273282664E0,1.967001884E-1
3.697832725E1,-2.901784263E0,1.003230763E0,-1.447989866E-1
3.698836125E1,-2.026531217E0,6.506880981E-1,-1.964079738E-1
3.699839425E1,-1.267433840E0,1.397747666E-1,-5.405180767E-2
3.700842725E1,-6.036887634E-1,-3.297309226E-1,1.583763675E-1
3.701846125E1,-5.185457021E-2,-9.067756784E-1,4.216171391E-1
3.702849425E1,3.524327374E-1,-1.534430425E0,6.268682957E-1
3.703852825E1,7.702823693E-1,-2.186725922E0,8.630944924E-1
3.704856125E1,9.767598331E-1,-2.907501671E0,1.090544311E0
3.705859525E1,1.164750594E0,-3.591965041E0,1.204382583E0
3.706862825E1,1.353431911E0,-4.147358726E0,1.313538551E0
3.707866225E1,1.514523433E0,-4.640267896E0,1.325236491E0
3.708869525E1,1.636592830E0,-4.992446864E0,1.307079716E0
3.709872925E1,1.804091000E0,-5.277410334E0,1.231127747E0
3.710876225E1,1.915271567E0,-5.417537103E0,1.170067759E0
3.711879625E1,1.870558347E0,-5.558463771E0,1.093291187E0
3.712882925E1,1.742076747E0,-5.733473859E0,9.932653534E-1
3.713886325E1,1.607644874E0,-5.709565764E0,8.835142851E-1
3.714889625E1,1.317660399E0,-5.663675646E0,5.101261501E-1
3.715893025E1,9.931948945E-1,-5.568274814E0,1.895034353E-1
3.716896325E1,7.157183455E-1,-5.374202219E0,-3.873794988E-2
3.717899754E1,3.984136333E-1,-4.964189610E0,-3.628537913E-1
3.718903054E1,1.753135586E-1,-4.443799111E0,-7.182440503E-1
3.719906454E1,3.760592893E-2,-3.822906670E0,-1.092196661E0
3.720909754E1,-4.803633839E-2,-3.165891300E0,-1.438694547E0
3.721913154E1,-4.405540779E-2,-2.472995660E0,-1.724617546E0
3.722916454E1,6.260993868E-2,-1.720716283E0,-1.998205404E0
3.723919854E1,2.061783788E-1,-8.447998703E-1,-2.192423011E0
3.724923154E1,3.719021382E-1,1.881154525E-1,-2.220271983E0
3.725926454E1,4.511540566E-1,1.147451168E0,-2.106371731E0
3.726929854E1,4.293220883E-1,1.998384767E0,-1.905716339E0
3.727933154E1,1.098667701E-1,2.586403577E0,-1.601457642E0
3.728936554E1,-2.805022638E-1,2.989826374E0,-1.274240438E0
3.729939854E1,-6.151156846E-1,3.131451200E0,-1.261196469E0
3.730943254E1,-7.619344456E-1,3.288488701E0,-1.661912005E0
3.731946554E1,-9.003492960E-1,3.331673897E0,-2.131993060E0
3.732949954E1,-1.042627767E0,3.444093634E0,-2.488366821E0
3.733953254E1,-9.569902508E-1,3.986185489E0,-2.827174376E0
3.734956654E1,-7.291124893E-1,4.620313103E0,-3.164676833E0
3.735959954E1,-4.268498855E-1,5.367875531E0,-3.372880980E0
