"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.731251958E1,6.650761954E-2,1.692210522E0,2.158003668E0
4.732255308E1,-7.445021416E-1,3.924621910E-1,2.644267623E0
4.733258708E1,-1.275197042E0,-4.521359503E-1,3.057961639E0
4.734262108E1,-1.690006414E0,-7.413760740E-1,3.211214823E0
4.735265508E1,-2.366828643E0,-4.399860209E-1,3.085876247E0
4.736268908E1,-3.378586693E0,8.243521571E-2,2.872526550E0
4.737272408E1,-4.297488619E0,5.696749252E-1,2.536094134E0
4.738275808E1,-4.829461868E0,1.078409584E0,1.935210718E0
4.739279208E1,-4.517636873E0,1.677305970E0,1.442921938E0
4.740282608E1,-3.655690043E0,2.006680797E0,8.410227151E-1
4.741286008E1,-2.675584726E0,2.237629443E0,-5.501308993E-2
4.742289408E1,-2.044376773E0,2.088816050E0,-7.961149295E-1
4.743292908E1,-1.455393464E0,1.881442208E0,-1.057269999E0
4.744296308E1,-8.954873362E-1,1.308280004E0,-1.003696786E0
4.745299708E1,2.753287205E-1,7.448060507E-1,-6.283381395E-1
4.746303108E1,1.188464635E0,8.894842923E-2,-6.234418273E-2
4.747306508E1,1.631759668E0,-6.798674583E-1,3.114471178E-1
4.748309908E1,1.773879460E0,-1.562039223E0,6.271195798E-1
4.749313308E1,1.792431214E0,-2.470650342E0,9.151290107E-1
4.750316808E1,1.784551798E0,-3.254666651E0,1.223243508E0
4.751320208E1,1.796155013E0,-3.915716600E0,1.392312094E0
4.752323608E1,1.720260493E0,-4.455404080E0,1.495018437E0
4.753327008E1,1.547407150E0,-4.937136297E0,1.530669203E0
4.754330408E1,1.376098642E0,-5.318744887E0,1.513748238E0
4.755333808E1,1.161575702E0,-5.546761739E0,1.491299608E0
4.756337308E1,9.462056462E-1,-5.604120585E0,1.366391679E0
4.757340708E1,7.831607156E-1,-5.574599748E0,1.000856209E0
4.758344108E1,6.176833431E-1,-5.505572782E0,6.280424166E-1
4.759347508E1,4.451343116E-1,-5.366676852E0,4.114918081E-1
4.760350908E1,2.545078088E-1,-5.063589937E0,1.313682246E-1
4.761354308E1,2.040484574E-2,-4.686764955E0,-1.734200840E-1
4.762357708E1,-2.638891913E-1,-4.266567666E0,-4.729273336E-1
4.763361208E1,-4.652501952E-1,-3.824950857E0,-6.149749129E-1
4.764364608E1,-4.912636537E-1,-3.352684112E0,-7.121943748E-1
4.765368008E1,-5.604144340E-1,-2.858433591E0,-8.755889690E-1
4.766371408E1,-6.910224109E-1,-2.375048951E0,-1.095968115E0
4.767374808E1,-6.763643914E-1,-1.822978823E0,-1.288569332E0
4.768378208E1,-6.873461933E-1,-1.195850326E0,-1.577454822E0
4.769381708E1,-5.347378848E-1,-5.015858531E-1,-1.770112392E0
4.770385108E1,-4.435797562E-1,3.339420873E-1,-1.919278371E0
4.771388508E1,-3.299339671E-1,1.086027337E0,-2.051812531E0
4.772391908E1,-1.030014446E-1,1.799040906E0,-2.102449418E0
4.773395308E1,1.757243438E-1,2.315053595E0,-2.047906591E0
4.774398708E1,4.480439957E-1,2.676096357E0,-1.827322719E0
4.775402108E1,5.434568142E-1,2.966911721E0,-1.657465636E0
4.776405608E1,4.424112998E-1,3.330751206E0,-1.675207258E0
4.777409008E1,2.510709799E-1,3.557669367E0,-1.797405879E0
4.778412408E1,1.168417675E-1,3.658240891E0,-1.906556000E0
4.779415808E1,4.501218586E-2,3.795309566E0,-2.078873445E0
4.780419208E1,1.413455480E-1,4.001282415E0,-2.319619685E0
4.781422608E1,3.042181137E-1,4.281455846E0,-2.665170250E0
4.782426008E1,5.673006998E-1,4.417221177E0,-2.978285140E0
4.783429508E1,9.035195833E-1,4.639641659E0,-3.001801472E0
4.784432908E1,1.293806245E0,4.917375632E0,-2.421044319E0
4.785436308E1,1.385978829E0,5.254037844E0,-1.316770746E0
4.786439708E1,1.132625918E0,5.235297518E0,-3.143768652E-1
4.787443108E1,7.326318553E-1,4.062930195E0,3.825961840E-1
4.788446508E1,4.076383103E-1,2.071766739E0,8.020787971E-1
4.789450008E1,2.299168683E-1,6.849019110E-1,1.233156731E0
4.790453408E1,-2.765553933E-2,-2.351223886E-2,1.838039350E0
4.791456808E1,-2.294286624E-1,-2.634895706E-1,2.627345781E0
4.792460208E1,-2.115054480E-1,-1.080758411E-1,3.410241179E0
4.793463608E1,1.028986798E-1,4.811498344E-1,4.116274928E0
4.794467008E1,3.068194851E-1,1.320949166E0,4.584894179E0
4.795470408E1,6.389679390E-1,2.140104902E0,4.606738207E0
4.796473908E1,9.859602807E-1,2.789998364E0,4.039924325E0
4.797477308E1,1.138380017E0,3.262699556E0,3.137407758E0
4.798480708E1,1.105004183E0,3.444121701E0,2.187608267E0
4.799484108E1,1.068986358E0,3.213847239E0,1.518134819E0
4.800487508E1,1.062338512E0,2.667431953E0,1.117641551E0
4.801490908E1,7.957387342E-1,1.879222021E0,7.367294379E-1
4.802494408E1,3.493355403E-1,1.029495286E0,2.803296248E-1
4.803497808E1,4.266574390E-2,3.365628093E-1,3.987684131E-2
4.804501208E1,-1.975311691E-1,-4.142068166E-1,-1.842095125E-1
4.805504608E1,-3.768786304E-1,-1.313062441E0,-3.070139050E-1
4.806508008E1,-4.971460988E-1,-2.372073303E0,-2.397345261E-1
4.807511408E1,-5.911333296E-1,-3.397246327E0,-3.551247954E-2
4.808514808E1,-6.959734677E-1,-4.250198386E0,1.685049145E-1
4.809518308E1,-8.293727957E-1,-4.971274681E0,3.677862100E-1
4.810521708E1,-8.718697744E-1,-5.514426636E0,6.418688889E-1
4.811525108E1,-9.910287935E-1,-5.967192916E0,7.752953334E-1
4.812528508E1,-1.092930486E0,-6.280296112E0,8.091914964E-1
4.813531908E1,-1.157539734E0,-6.548856388E0,8.307923535E-1
4.814535308E1,-1.047047970E0,-6.684028226E0,1.005574912E0
4.815538808E1,-8.650438079E-1,-6.606326331E0,1.034993496E0
4.816542208E1,-4.853113343E-1,-6.319537361E0,9.065056101E-1
4.817545608E1,-8.543528959E-3,-5.848542386E0,6.023871732E-1
4.818549008E1,3.124416926E-1,-5.237744578E0,2.344194802E-1
4.819552408E1,4.579452322E-1,-4.584113576E0,-1.486865810E-1
4.820555808E1,5.723533885E-1,-3.873038943E0,-4.985313407E-1
4.821559208E1,5.942685335E-1,-3.034161717E0,-7.980537931E-1
4.822562708E1,7.023646937E-1,-2.051769846E0,-1.010211827E0
4.823566108E1,9.224101098E-1,-1.014589564E0,-1.108911658E0
4.824569508E1,1.129216845E0,1.759544134E-2,-1.178750655E0
4.825572908E1,1.368394058E0,1.205917477E0,-1.223615245E0
4.826576308E1,1.507321856E0,2.398342504E0,-1.039660744E0
4.827579708E1,1.576877994E0,3.705519138E0,-6.540753901E-1
4.828583108E1,1.449379165E0,5.213642939E0,-5.285426136E-1
4.829586608E1,8.656988423E-1,6.066250012E0,-7.493768191E-1
4.830590008E1,1.295123549E-1,5.396380708E0,-1.320252178E0
4.831593408E1,6.736178812E-2,3.798729603E0,-2.186452857E0
4.832596925E1,5.911400539E-1,2.583412142E0,-2.980001882E0
4.833600325E1,9.537959169E-1,2.179667163E0,-3.227218652E0
4.834603725E1,8.348701286E-1,2.587413391E0,-3.155639377E0
4.835607225E1,6.221371673E-1,3.211376206E0,-3.059948523E0
4.836610625E1,4.668319767E-1,4.034666508E0,-2.681686295E0
4.837614025E1,2.665185014E-1,4.966179417E0,-1.737325884E0
4.838617425E1,1.633027198E-1,6.015157626E0,-3.910256032E-1
4.839620825E1,3.391633585E-1,6.703722818E0,8.247988844E-1
4.840624225E1,1.011525038E0,6.038488601E0,1.936690210E0
4.841627625E1,9.028977319E-1,3.726758564E0,2.566620108E0
4.842631125E1,6.783764184E-2,1.591898029E0,2.761090314E0
4.843634525E1,-5.819710350E-1,5.293367386E-1,2.743645731E0
4.844637925E1,-1.219225594E0,2.754740238E-1,2.602983942E0
4.845641325E1,-2.121624046E0,6.369448024E-1,2.392273971E0
4.846644725E1,-3.185313119E0,1.319171028E0,2.185297447E0
4.847648125E1,-4.081009786E0,2.242331189E0,2.230958501E0
4.848651625E1,-4.807510543E0,3.294305511E0,2.758178401E0
4.849655025E1,-5.012087077E0,3.870421729E0,3.117447703E0
4.850658425E1,-4.736078325E0,3.696898588E0,2.900632946E0
4.851661825E1,-4.069296643E0,3.270568154E0,2.218354096E0
4.852665225E1,-3.002030975E0,3.079324442E0,1.333713491E0
4.853668625E1,-1.883460521E0,3.156630480E0,4.801122460E-1
4.854672025E1,-8.644837178E-1,2.757688989E0,-2.681781605E-2
4.855675525E1,3.131271690E-2,1.971746022E0,-2.231051910E-1
4.856678925E1,1.038969530E0,1.116550387E0,-1.131646729E-1
4.857682325E1,1.732171417E0,-2.826777935E-2,8.006694719E-2
4.858685725E1,1.837244275E0,-1.319932335E0,2.054524469E-1
4.859689125E1,1.746142316E0,-2.497730552E0,1.907466996E-1
4.860692525E1,1.630241731E0,-3.483488665E0,2.267247637E-1
4.861695925E1,1.428526532E0,-4.365820643E0,3.454055536E-1
4.862699425E1,1.263399408E0,-5.111535936E0,6.370190620E-1
4.863702825E1,1.161266238E0,-5.639348305E0,1.014917739E0
4.864706225E1,1.170494460E0,-6.056777523E0,1.229062657E0
4.865709625E1,1.165184457E0,-6.467294161E0,1.439288478E0
4.866713025E1,1.096727888E0,-6.748615401E0,1.541744560E0
4.867716425E1,1.019183429E0,-6.914316137E0,1.526410968E0
4.868719925E1,8.320280895E-1,-7.073503659E0,1.479016947E0
4.869723325E1,6.118567389E-1,-7.052760077E0,1.341893746E0
4.870726725E1,3.442418115E-1,-6.854052978E0,1.233164771E0
4.871730125E1,2.206805517E-1,-6.404336606E0,1.071655465E0
4.872733525E1,3.548499032E-1,-5.906024024E0,8.240552647E-1
4.873736925E1,5.022106281E-1,-5.334768012E0,5.870380859E-1
4.874740325E1,5.354471520E-1,-4.643328913E0,2.170626783E-1
4.875743825E1,4.528806663E-1,-3.887555240E0,-1.627432144E-1
4.876747225E1,2.864877844E-1,-3.010668190E0,-5.166400945E-1
4.877750625E1,1.825390909E-1,-2.100352607E0,-8.894152951E-1
4.878754025E1,1.530382525E-1,-1.202429613E0,-1.316922627E0
4.879757425E1,2.072032129E-1,-3.337251556E-1,-1.807047937E0
4.880760825E1,2.398066662E-1,5.564491081E-1,-2.307669000E0
4.881764325E1,3.662116279E-1,1.502925042E0,-2.760243638E0
4.882767725E1,5.088904507E-1,2.394478664E0,-2.936781603E0
4.883771125E1,4.630464893E-1,3.131703799E0,-2.996791577E0
4.884774525E1,3.267918927E-1,3.570647846E0,-2.725519363E0
4.885777925E1,8.908804977E-2,3.659966989E0,-2.269272674E0
4.886781325E1,-1.849568049E-1,3.624129404E0,-1.921112935E0
4.887784725E1,-2.599311379E-1,3.543525537E0,-1.700537542E0
4.888788225E1,-4.213744797E-1,3.220324785E0,-1.593465522E0
4.889791625E1,-5.438106439E-1,3.166176059E0,-1.705490134E0
4.890795025E1,-4.075689112E-1,3.460060042E0,-2.088796170E0
4.891798425E1,-7.394504945E-2,3.958986581E0,-2.529737041E0
4.892801825E1,2.367804031E-1,4.549646578E0,-3.026286103E0
4.893805225E1,6.920496205E-1,4.979836174E0,-3.375491177E0
4.894808625E1,1.143305711E0,5.340573127E0,-3.226456175E0
4.895812125E1,1.433619018E0,5.694845399E0,-2.294233560E0
4.896815525E1,1.170553517E0,5.651412281E0,-8.809578824E-1
4.897818925E1,7.806138877E-1,4.984255500E0,2.286483514E-1
4.898822325E1,3.847276768E-1,3.713202379E0,8.519931149E-1
4.899825725E1,-2.275716963E-1,2.271018798E0,1.305331253E0
4.900829125E1,-6.071872256E-1,1.245829402E0,1.677564855E0
4.901832625E1,-8.446159753E-1,8.030758935E-1,1.991164041E0
4.902836025E1,-9.847260797E-1,5.457288229E-1,2.307581438E0
4.903839425E1,-8.774632940E-1,5.493195981E-1,2.761998972E0
4.904842825E1,-4.995997367E-1,7.861043501E-1,3.138827462E0
4.905846225E1,-1.794512311E-1,9.464946449E-1,3.230576415E0
4.906849625E1,2.080020888E-1,9.136122429E-1,2.948095088E0
4.907853025E1,4.541316416E-1,8.251526409E-1,2.346038721E0
4.908856525E1,5.932932179E-1,7.444043469E-1,1.817958111E0
4.909859925E1,6.892079468E-1,6.828308272E-1,1.529729848E0
4.910863325E1,6.848843694E-1,7.020517945E-1,1.436898137E0
4.911866725E1,5.986396196E-1,5.578658885E-1,1.204276164E0
4.912870125E1,6.685553619E-1,2.261685473E-1,9.456818819E-1
4.913873525E1,7.311148683E-1,-2.631954557E-1,7.459515202E-1
4.914877025E1,6.855544603E-1,-6.952438813E-1,5.428297734E-1
4.915880425E1,6.270101637E-1,-1.154799948E0,3.692832434E-1
4.916883825E1,3.711853427E-1,-1.729501725E0,2.679825711E-1
4.917887225E1,5.063436594E-2,-2.382668458E0,1.241455977E-1
4.918890625E1,-2.089292014E-1,-2.997660474E0,9.422788024E-2
4.919894025E1,-4.214101477E-1,-3.574515780E0,2.181502604E-1
4.920897425E1,-5.570669030E-1,-4.176622871E0,4.309538269E-1
4.921900925E1,-6.101344416E-1,-4.710605223E0,6.989131553E-1
4.922904325E1,-6.286972316E-1,-5.153550519E0,9.614906334E-1
4.923907725E1,-5.603223769E-1,-5.492653359E0,1.096986773E0
4.924911125E1,-4.094779174E-1,-5.672799057E0,1.185197941E0
4.925914525E1,-4.293551981E-1,-5.621486816E0,1.271185852E0
4.926917925E1,-4.639285052E-1,-5.399738764E0,1.159769497E0
4.927921325E1,-2.064432576E-1,-4.931016017E0,8.808070242E-1
4.928924825E1,4.513745332E-2,-4.330632684E0,3.939257491E-1
4.929928225E1,2.381871519E-1,-3.676871290E0,-7.866471179E-2
4.930931625E1,4.258348820E-1,-3.048554639E0,-6.661849737E-1
4.931935025E1,7.110135296E-1,-2.379048446E0,-1.339365556E0
4.932938383E1,1.080382142E0,-1.539374245E0,-1.800023239E0
4.933941783E1,1.393387689E0,-6.811754805E-1,-1.908774433E0
4.934945283E1,1.707029852E0,2.118797064E-1,-1.831088618E0
4.935948683E1,1.932880164E0,1.116518227E0,-1.606547059E0
4.936952083E1,1.940401584E0,1.989102312E0,-1.182830915E0
4.937955483E1,1.814150843E0,2.654823017E0,-6.292480393E-1
4.938958883E1,1.510137582E0,2.963666516E0,-1.125132930E-1
4.939962283E1,1.067401470E0,2.773504538E0,1.957428530E-2
4.940965683E1,6.695466842E-1,2.294008296E0,-1.360342296E-1
4.941969183E1,5.863476028E-1,1.752909883E0,-5.405962832E-1
4.942972583E1,7.925713706E-1,1.521256648E0,-1.233582408E0
4.943975983E1,1.108679377E0,1.780265497E0,-1.956222249E0
4.944979383E1,1.300425439E0,2.531910451E0,-2.337510996E0
4.945982783E1,1.193298309E0,3.603626143E0,-2.530994192E0
4.946986183E1,7.435293842E-1,4.869989212E0,-2.532869979E0
4.947989583E1,1.502033488E-1,6.228512585E0,-2.177624731E0
4.948993083E1,-1.417955643E-1,7.274239742E0,-1.335736774E0
4.949996483E1,3.963008881E-2,7.353909810E0,-6.666375482E-1
4.950999883E1,6.534148740E-1,6.266355180E0,-3.387338805E-1
4.952003283E1,3.810588779E-1,5.190345878E0,-1.070648575E-1
4.953006683E1,-4.529805075E-1,4.365690835E0,5.587539344E-1
4.954010083E1,-1.101691297E0,2.974790259E0,1.423336105E0
4.955013583E1,-1.444821260E0,1.224293522E0,2.110726591E0
4.956016983E1,-1.635747469E0,5.066027641E-3,2.609710579E0
4.957020383E1,-2.121568206E0,-4.320279604E-1,2.905831121E0
4.958023783E1,-3.159503801E0,-5.220856065E-1,2.917927841E0
4.959027183E1,-4.088520534E0,-3.848216343E-1,2.346440717E0
4.960030583E1,-4.262821940E0,2.653331977E-1,1.577180003E0
4.961033983E1,-3.997165976E0,1.023204267E0,1.012212671E0
4.962037483E1,-3.583550020E0,1.410427938E0,5.134520464E-1
4.963040883E1,-2.935934049E0,1.667744018E0,-5.572952002E-2
4.964044283E1,-2.252618926E0,1.652458227E0,-6.271723509E-1
4.965047683E1,-1.384639962E0,1.417345778E0,-7.638746980E-1
4.966051083E1,-2.845238326E-1,1.054619018E0,-2.853945561E-1
4.967054483E1,7.011111968E-1,5.711618721E-1,2.713641621E-1
4.968057883E1,1.115538819E0,-2.975343990E-1,6.136991966E-1
4.969061383E1,1.248186414E0,-1.199803044E0,7.431811094E-1
4.970064783E1,1.408253797E0,-2.098941089E0,8.225642247E-1
4.971068183E1,1.427794753E0,-2.921299930E0,9.836105771E-1
4.972071583E1,1.399625207E0,-3.654364772E0,1.101328038E0
4.973074983E1,1.285771147E0,-4.270366017E0,1.158048223E0
4.974078383E1,1.109408598E0,-4.731420141E0,1.154301473E0
4.975081883E1,9.749306048E-1,-5.033476776E0,1.070592442E0
4.976085283E1,8.369520298E-1,-5.344985436E0,9.927228780E-1
4.977088683E1,6.642219172E-1,-5.529749265E0,9.586932524E-1
4.978092083E1,5.073662643E-1,-5.552900146E0,9.245452206E-1
4.979095483E1,4.669411369E-1,-5.623495334E0,7.144654334E-1
4.980098883E1,4.267975164E-1,-5.689675875E0,4.624599405E-1
4.981102283E1,3.682505155E-1,-5.585497203E0,2.322573991E-1
4.982105783E1,3.156877378E-1,-5.468311400E0,3.555589512E-2
4.983109183E1,2.816031849E-1,-5.195755722E0,-8.275549695E-2
4.984112583E1,2.109717069E-1,-4.871744546E0,-1.991842318E-1
4.985115983E1,1.399603060E-1,-4.491812353E0,-3.255590804E-1
4.986119383E1,-1.374592692E-2,-3.964947233E0,-5.908086629E-1
4.987122783E1,-9.003107775E-2,-3.169408400E0,-8.358034904E-1
4.988126183E1,-1.857216024E-1,-2.209703141E0,-1.099527973E0
4.989129683E1,-2.057567945E-1,-1.337968656E0,-1.511501738E0
4.990133083E1,-2.494392596E-1,-4.141278791E-1,-1.851024992E0
4.991136483E1,-3.052044842E-1,3.866944975E-1,-2.157569951E0
4.992139883E1,-2.079572479E-1,1.159599343E0,-2.248337449E0
4.993143283E1,-1.181754443E-1,1.800746539E0,-2.150191934E0
4.994146683E1,-7.408900972E-2,2.263561260E0,-2.050205716E0
4.995150183E1,-1.269169221E-1,2.350754355E0,-1.875760907E0
4.996153583E1,-1.547996623E-1,2.438376051E0,-1.650182490E0
4.997156983E1,-3.102557841E-1,2.739740376E0,-1.620499831E0
4.998160383E1,-5.337834730E-1,3.061051308E0,-1.692378484E0
4.999163783E1,-4.357966371E-1,3.290715905E0,-1.851868161E0
5.000167183E1,-1.518682521E-1,3.674212561E0,-2.035310373E0
5.001170583E1,1.395637369E-1,4.319409539E0,-2.199240572E0
5.002174083E1,4.497521867E-1,5.035940208E0,-2.459606706E0
5.003177483E1,7.937579168E-1,5.765385624E0,-2.600253292E0
5.004180883E1,8.560062052E-1,6.546826234E0,-2.248536254E0
5.005184283E1,5.090505182E-1,7.036172696E0,-1.452538269E0
5.006187683E1,-9.664754944E-2,6.786216506E0,-4.944148278E-1
5.007191083E1,-4.365521704E-1,6.181295149E0,2.793355250E-1
5.008194483E1,-8.151509055E-1,5.136345672E0,8.383024442E-1
5.009197983E1,-1.035908220E0,3.754864376E0,1.282278020E0
5.010201383E1,-1.063202073E0,2.509018017E0,1.607767811E0
5.011204783E1,-1.123046936E0,1.518490330E0,1.956705229E0
5.012208183E1,-1.043471155E0,9.071142322E-1,2.267718630E0
5.013211583E1,-7.230370130E-1,9.687953407E-1,2.672527217E0
5.014214983E1,-2.889339853E-1,1.260718752E0,3.018156134E0
5.015218483E1,1.999150972E-1,1.234080006E0,3.078841169E0
5.016221883E1,7.393906519E-1,1.073351743E0,2.862601486E0
5.017225283E1,1.356714830E0,1.013162844E0,2.514153042E0
5.018228683E1,1.653960376E0,9.820077091E-1,2.075000103E0
5.019232083E1,1.679664298E0,8.362278521E-1,1.721161695E0
5.020235483E1,1.453888537E0,5.352944666E-1,1.468362150E0
5.021238883E1,1.172525198E0,9.795664966E-2,1.103536970E0
5.022242383E1,1.030872598E0,-3.837159258E-1,7.012915103E-1
5.023245783E1,9.246289819E-1,-8.601435488E-1,4.566863997E-1
5.024249183E1,6.424062480E-1,-1.362599468E0,2.996545994E-1
5.025252583E1,2.501972780E-1,-1.876855652E0,1.442591424E-1
5.026255983E1,-1.897545184E-1,-2.436585633E0,7.218738556E-2
5.027259383E1,-4.780456207E-1,-3.004620999E0,9.789423063E-2
5.028262783E1,-6.605210683E-1,-3.540818861E0,2.018121167E-1
5.029266283E1,-9.679338996E-1,-4.206592775E0,3.995718205E-1
5.030269683E1,-1.179762443E0,-4.800633048E0,5.450995164E-1
5.031273083E1,-1.248248833E0,-5.278004411E0,6.668584268E-1
5.032276483E1,-1.173870423E0,-5.593269323E0,8.471257465E-1
5.033279871E1,-1.073276460E0,-5.735474777E0,1.026417897E0
5.034283271E1,-9.742448726E-1,-5.803117706E0,1.082108971E0
5.035286771E1,-8.437662287E-1,-5.808504161E0,1.024757288E0
5.036290171E1,-6.227837963E-1,-5.558752624E0,9.855693944E-1
5.037293571E1,-4.310983628E-1,-5.279460953E0,8.032285058E-1
5.038296971E1,4.937761200E-3,-4.872163791E0,5.074039058E-1
5.039300371E1,3.172440108E-1,-4.438403885E0,2.555163074E-1
5.040303771E1,6.032223748E-1,-3.891151863E0,-7.021804333E-2
5.041307171E1,8.907463407E-1,-3.182100951E0,-6.345540221E-1
5.042310671E1,1.096289273E0,-2.293224185E0,-1.154044927E0
5.043314071E1,1.226677285E0,-1.319921810E0,-1.221975612E0
5.044317471E1,1.270606978E0,-2.198383516E-1,-1.209591283E0
5.045320871E1,1.343861627E0,8.999174792E-1,-1.268588519E0
5.046324271E1,1.474223984E0,2.153019648E0,-1.165277574E0
5.047327671E1,1.606748495E0,3.406086733E0,-8.986784542E-1
5.048331071E1,1.692199559E0,4.380805303E0,-6.944739492E-1
5.049334571E1,1.437220318E0,4.541155252E0,-8.208321333E-1
5.050337971E1,9.108476794E-1,3.936350255E0,-1.352824385E0
5.051341371E1,6.449160191E-1,3.067807181E0,-2.032464094E0
5.052344771E1,8.338835572E-1,2.835458127E0,-2.573373642E0
5.053348171E1,1.054474738E0,3.176453710E0,-2.691489737E0
5.054351571E1,9.596226673E-1,3.791443972E0,-2.694333823E0
5.055355071E1,8.396929121E-1,4.976572258E0,-2.557659835E0
5.056358471E1,6.030135927E-1,6.492322583E0,-2.235510850E0
5.057361871E1,4.930902142E-1,7.982300720E0,-1.911991571E0
5.058365271E1,7.188946992E-1,8.611419609E0,-1.235388175E0
5.059368671E1,1.215251460E0,7.286007848E0,-1.682701488E-1
5.060372071E1,8.234865499E-1,4.740406142E0,7.906252711E-1
5.061375471E1,-2.765603634E-1,2.722061319E0,1.487390013E0
5.062378971E1,-1.312412523E0,1.228511703E0,2.111938134E0
5.063382371E1,-2.245951492E0,4.426698929E-1,2.573818030E0
5.064385771E1,-3.057417263E0,2.352387482E-1,2.812932898E0
5.065389171E1,-3.836244461E0,2.336646777E-1,2.779282172E0
5.066392571E1,-4.407477377E0,4.172345048E-1,2.499639083E0
5.067395971E1,-4.808037377E0,6.316010320E-1,2.343032083E0
5.068399371E1,-4.655556903E0,5.312610573E-1,2.060830253E0
5.069402871E1,-3.915615444E0,4.252995694E-1,1.492469051E0
5.070406271E1,-2.973128480E0,5.126873767E-1,9.152013700E-1
5.071409671E1,-2.074631290E0,5.840590757E-1,5.310417867E-1
5.072413071E1,-1.577833283E0,6.430481261E-1,3.077013914E-1
5.073416471E1,-1.182121137E0,4.658903557E-1,4.152473286E-2
5.074419871E1,-6.751766027E-1,-1.118163049E-2,8.165534332E-2
5.075423371E1,-1.949386781E-1,-6.261935270E-1,2.484961402E-1
5.076426771E1,3.856933080E-1,-1.156241287E0,4.691126101E-1
5.077430171E1,7.183603368E-1,-1.663236399E0,6.206548981E-1
5.078433571E1,7.594578575E-1,-2.320027821E0,6.649631980E-1
5.079436971E1,8.319539760E-1,-2.973764657E0,6.938143833E-1
5.080440371E1,9.181248316E-1,-3.630854287E0,7.721951397E-1
5.081443771E1,9.592420135E-1,-4.230404391E0,9.004750112E-1
5.082447271E1,9.920763221E-1,-4.686862603E0,1.065686774E0
5.083450671E1,9.375960597E-1,-5.145571994E0,1.124130571E0
5.084454071E1,9.747464175E-1,-5.491287450E0,1.055801471E0
5.085457471E1,1.056357103E0,-5.661186486E0,1.027113569E0
5.086460871E1,1.121991367E0,-5.664066240E0,1.065556966E0
5.087464271E1,1.079506083E0,-5.534093746E0,1.082027256E0
5.088467671E1,9.930536111E-1,-5.328215037E0,8.439790674E-1
5.089471171E1,8.429014986E-1,-4.993202325E0,5.166296426E-1
5.090474571E1,7.162447411E-1,-4.535205125E0,2.227929497E-1
5.091477971E1,4.425513772E-1,-4.012533043E0,4.046156287E-2
5.092481371E1,-6.249239137E-2,-3.401199045E0,-2.938566466E-1
5.093484771E1,-2.763013135E-1,-2.697176739E0,-8.029770756E-1
5.094488171E1,-1.897440117E-1,-1.956419300E0,-1.168547337E0
5.095491671E1,-1.476673839E-1,-1.302661999E0,-1.424395912E0
5.096495071E1,-2.523250067E-1,-7.010782331E-1,-1.710722222E0
5.097498471E1,-3.460640232E-1,-1.507429737E-1,-2.094084392E0
5.098501871E1,-3.037750227E-1,4.219795203E-1,-2.375011675E0
5.099505271E1,-3.464674445E-1,1.041006115E0,-2.557941670E0
5.100508671E1,-2.952100943E-1,1.622935050E0,-2.465492513E0
5.101512071E1,-1.586217313E-1,2.093886171E0,-2.302115461E0
5.102515571E1,-2.473573904E-2,2.478293822E0,-2.108362123E0
5.103518971E1,9.702462176E-2,2.902747884E0,-1.954199113E0
5.104522371E1,2.065971125E-1,3.255837264E0,-1.840710504E0
5.105525771E1,2.550145066E-1,3.400059423E0,-1.853581395E0
5.106529171E1,2.239513014E-1,3.316019731E0,-1.906379267E0
5.107532571E1,1.995352840E-1,3.347754909E0,-2.067520491E0
5.108535971E1,2.947482921E-1,3.724519665E0,-2.386088348E0
5.109539471E1,5.091178709E-1,4.339360238E0,-2.746143954E0
5.110542871E1,8.551500267E-1,5.091979339E0,-2.966462070E0
5.111546271E1,1.025725148E0,5.735161951E0,-2.781390678E0
5.112549671E1,1.024460249E0,5.840399553E0,-2.230933796E0
5.113553071E1,7.711321159E-1,5.448079450E0,-1.343943926E0
5.114556471E1,2.348545130E-1,4.634098499E0,-5.342893302E-1
5.115559971E1,-2.933319686E-1,3.475678539E0,1.369371128E-1
5.116563371E1,-6.115158097E-1,2.473968052E0,1.094954135E0
5.117566771E1,-7.133652797E-1,1.845257299E0,1.957549421E0
5.118570171E1,-7.454480749E-1,1.536006834E0,2.628365536E0
5.119573571E1,-7.251377714E-1,1.404786544E0,3.163391615E0
5.120576971E1,-6.424724677E-1,1.613949049E0,3.550548627E0
5.121580371E1,-4.103942858E-1,1.993169051E0,3.896831263E0
5.122583871E1,4.783373237E-2,2.380948792E0,4.021226099E0
5.123587271E1,5.793493993E-1,2.718796234E0,3.878311670E0
5.124590671E1,1.105145393E0,2.697700649E0,3.221565564E0
5.125594071E1,1.388069647E0,2.314693406E0,2.374570795E0
5.126597471E1,1.398520375E0,1.628203391E0,1.659406034E0
5.127600871E1,1.169104869E0,8.422247565E-1,1.275822840E0
5.128604271E1,7.953571303E-1,4.504110217E-2,9.637241967E-1
5.129607771E1,5.547962464E-1,-8.105445421E-1,6.411872497E-1
5.130611171E1,5.024543108E-1,-1.591167127E0,4.136845140E-1
5.131614571E1,5.013214859E-1,-2.275328781E0,2.195278645E-1
5.132617913E1,3.553843387E-1,-2.955798503E0,-6.037981063E-3
5.133621313E1,1.322627207E-1,-3.590880382E0,-1.644622958E-1
5.134624713E1,-1.065464470E-1,-4.170126030E0,-1.321692932E-1
5.135628113E1,-2.887718713E-1,-4.602522950E0,2.475228712E-2
